0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	decision_tree	10	1	0.10802658	0.10647066786006731	0.9606030630869663	0:00:00.201199
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	decision_tree	10	05	0.119035296	0.11518638376227272	0.9558330940336784	0:00:00.916593
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	decision_tree	10	025	0.1301508	0.12393172676701635	0.9460068256960309	0:00:04.175641
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	decision_tree	10	0125	0.13960427	0.1230317803906794	0.8801560165128545	0:00:18.408162
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	decision_tree	10	00625	0.1470843	0.109909978671616	0.7450079813574747	0:01:20.822385
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	random_forest	10	1	0.10774417	0.10014226695007618	0.9442416333591475	0:00:00.411714
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	random_forest	10	05	0.11965405	0.10610948700219092	0.9201122727448067	0:00:01.512398
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	random_forest	10	025	0.12921396	0.1115104964997226	0.8941688232791011	0:00:04.421559
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	random_forest	10	0125	0.1381063	0.10512942297424553	0.810297073646103	0:00:23.091031
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	random_forest	10	00625	0.14681573	0.08421785934199354	0.6200004201897313	0:01:45.785152
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	gradient_boost	10	1	0.10756691	0.10514239483273613	0.9861962580946116	0:00:21.252173
0	R032	['qtm,qsm,pm,tm,qlm,var_t,var_l']	False	0.2	gradient_boost	10	05	0.12101952	0.11846460345215418	0.9857803847068541	0:01:39.107723
