	input_vars_id	input_vars	satdeficit	eval_fraction	regtypes	tree_maxdepth	subdomain_sizes	refstd	samplestd	samplecorr	exectime	RMSE	feature_importances
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	1	0.110058434	0.10163000121952616	0.9043750836963104	0:00:00.175328	0.047013078	{'qtm': 0.511575, 'qsm': 0.3940766, 'pm': 0.041374553, 'tm': 0.02597822, 'var_t': 0.026995627}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	05	0.11757816	0.10734454487030107	0.9123660637261849	0:00:00.779140	0.048135586	{'qtm': 0.5305286, 'qsm': 0.42841336, 'pm': 0.023276094, 'tm': 0.0107501615, 'var_t': 0.0070317728}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	025	0.12899993	0.1167066358703347	0.9016414121408814	0:00:03.380903	0.05579192	{'qtm': 0.5376813, 'qsm': 0.4485387, 'pm': 0.007003705, 'tm': 0.001560491, 'var_t': 0.005215863}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	0125	0.13839203	0.12716930349975195	0.9130312698729978	0:00:16.441501	0.056454707	{'qtm': 0.5368067, 'qsm': 0.4525329, 'pm': 0.0034625956, 'tm': 0.0012374348, 'var_t': 0.0059604095}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	00625	0.14699048	0.12365387741711864	0.8388282417703257	0:01:08.897652	0.080021836	{'qtm': 0.4585521, 'qsm': 0.34465995, 'pm': 0.1069644, 'tm': 0.08582761, 'var_t': 0.0039959243}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	1	0.110058434	0.06927604596164601	0.7750848059864673	0:00:00.418918	0.0713905	{'qtm': 0.5804341, 'qsm': 0.39873788, 'pm': 0.020828025, 'tm': 0.0, 'var_t': 0.0}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	05	0.11757816	0.07129414877411357	0.7374075980134294	0:00:01.019724	0.080899075	{'qtm': 0.56856877, 'qsm': 0.39917585, 'pm': 0.032255378, 'tm': 0.0, 'var_t': 0.0}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	025	0.12899993	0.07579268001757201	0.7442365652640207	0:00:03.225836	0.088501014	{'qtm': 0.6063327, 'qsm': 0.37982166, 'pm': 0.013845642, 'tm': 0.0, 'var_t': 0.0}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	0125	0.13839203	0.08507194002095306	0.6777305606880065	0:00:14.402700	0.1021343	{'qtm': 0.62859446, 'qsm': 0.37140554, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	00625	0.14699048	0.06793628895010143	0.5935326056911168	0:01:04.450217	0.1198646	{'qtm': 0.38273966, 'qsm': 0.20493248, 'pm': 0.24049966, 'tm': 0.17182821, 'var_t': 0.0}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	1	0.110058434	0.10163000121952616	0.9043750836963104	0:00:00.164476	0.047013078	{'qtm': 0.511575, 'qsm': 0.3940766, 'pm': 0.041374553, 'tm': 0.02597822, 'var_t': 0.026995627}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	05	0.11757816	0.10734454487030107	0.9123660637261849	0:00:00.772926	0.048135586	{'qtm': 0.5305286, 'qsm': 0.42841336, 'pm': 0.023276094, 'tm': 0.0107501615, 'var_t': 0.0070317728}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	025	0.12899993	0.1167066358703347	0.9016414121408814	0:00:03.706347	0.05579192	{'qtm': 0.5376813, 'qsm': 0.4485387, 'pm': 0.007003705, 'tm': 0.001560491, 'var_t': 0.005215863}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	0125	0.13839203	0.12716930349975195	0.9130312698729978	0:00:16.578778	0.056454707	{'qtm': 0.5368067, 'qsm': 0.4525329, 'pm': 0.0034625956, 'tm': 0.0012374348, 'var_t': 0.0059604095}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	00625	0.14699048	0.12365387741711864	0.8388282417703257	0:01:09.372030	0.080021836	{'qtm': 0.4585521, 'qsm': 0.34465995, 'pm': 0.1069644, 'tm': 0.08582761, 'var_t': 0.0039959243}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	1	0.110058434	0.06927604596164602	0.7750848059864673	0:00:00.413382	0.0713905	{'qtm': 0.5804341, 'qsm': 0.39873788, 'pm': 0.020828025, 'tm': 0.0, 'var_t': 0.0}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	05	0.11757816	0.07129414877411357	0.7374075980134293	0:00:00.816569	0.080899075	{'qtm': 0.56856877, 'qsm': 0.39917585, 'pm': 0.032255378, 'tm': 0.0, 'var_t': 0.0}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	025	0.12899993	0.07579268001757201	0.7442365652640208	0:00:03.327455	0.088501014	{'qtm': 0.6063327, 'qsm': 0.37982166, 'pm': 0.013845642, 'tm': 0.0, 'var_t': 0.0}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	0125	0.13839203	0.08507194002095306	0.6777305606880064	0:00:13.900261	0.1021343	{'qtm': 0.62859446, 'qsm': 0.37140554, 'pm': 0.0, 'tm': 0.0, 'var_t': 0.0}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	00625	0.14699048	0.06793628895010143	0.5935326056911165	0:01:02.263445	0.1198646	{'qtm': 0.38273966, 'qsm': 0.20493248, 'pm': 0.24049966, 'tm': 0.17182821, 'var_t': 0.0}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	1	0.110058434	0.10163000121952616	0.9043750836963104	0:00:00.164132	0.047013078	{'qtm': 0.511575, 'qsm': 0.3940766, 'pm': 0.041374553, 'tm': 0.02597822, 'var_t': 0.026995627}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	05	0.11757816	0.10734454487030107	0.9123660637261849	0:00:00.770752	0.048135586	{'qtm': 0.5305286, 'qsm': 0.42841336, 'pm': 0.023276094, 'tm': 0.0107501615, 'var_t': 0.0070317728}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	025	0.12899993	0.1167066358703347	0.9016414121408814	0:00:03.705772	0.05579192	{'qtm': 0.5376813, 'qsm': 0.4485387, 'pm': 0.007003705, 'tm': 0.001560491, 'var_t': 0.005215863}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	0125	0.13839203	0.12716930349975195	0.9130312698729978	0:00:16.488680	0.056454707	{'qtm': 0.5368067, 'qsm': 0.4525329, 'pm': 0.0034625956, 'tm': 0.0012374348, 'var_t': 0.0059604095}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	decision_tree	10	00625	0.14699048	0.12365387741711864	0.8388282417703257	0:01:10.505871	0.080021836	{'qtm': 0.4585521, 'qsm': 0.34465995, 'pm': 0.1069644, 'tm': 0.08582761, 'var_t': 0.0039959243}
0	R3	['qtm,qsm,pm,tm,var_t']	False	0.2	random_forest	10	1	0.110058434	0.06927604596164602	0.7750848059864672	0:00:00.413958	0.0713905	{'qtm': 0.5804341, 'qsm': 0.39873788, 'pm': 0.020828025, 'tm': 0.0, 'var_t': 0.0}
