	input_vars_id	input_vars	satdeficit	eval_fraction	regtypes	tree_maxdepth	subdomain_sizes	refstd	samplestd	samplecorr	exectime
0	R321	['qtm,qsm,pm,tm,var_t,var_l,skew_l']	False	0.2	decision_tree	10	1	0.10544518381357193	0.09442885491719054	0.8746007353323457	0:00:00.196050
1	R321	['qtm,qsm,pm,tm,var_t,var_l,skew_l']	False	0.2	decision_tree	10	5	0.12250732630491255	0.11213270212443352	0.9087091005585872	0:00:00.909585
2	R321	['qtm,qsm,pm,tm,var_t,var_l,skew_l']	False	0.2	decision_tree	10	25	0.12794166803359985	0.11685096333087795	0.9127260951616042	0:00:04.137660
0	R231	['qtm,qsm,pm,tm,var_l,var_t,skew_l']	False	0.2	random_forest	10	1	0.10817144066095352	0.07012701526848178	0.7792220257582764	0:00:00.398338
1	R231	['qtm,qsm,pm,tm,var_l,var_t,skew_l']	False	0.2	random_forest	10	5	0.11880908161401747	0.07315599128687894	0.7427070543374885	0:00:01.988755
2	R231	['qtm,qsm,pm,tm,var_l,var_t,skew_l']	False	0.2	random_forest	10	25	0.12959672510623932	0.07745649333156951	0.7182270250520836	0:00:08.955938
3	R231	['qtm,qsm,pm,tm,var_l,var_t,skew_l']	False	0.2	random_forest	10	125	0.13817745447158813	0.0832164977933414	0.6959951073703635	0:00:38.274180
4	R231	['qtm,qsm,pm,tm,var_l,var_t,skew_l']	False	0.2	random_forest	10	625	0.14690150320529938	0.06951349319097994	0.6041638259998243	0:03:04.472757
0	R312	['qtm,qsm,pm,tm,var_t,skew_l,var_l']	False	0.2	decision_tree	10	0125	0.1392212212085724	0.12703780063564415	0.9094161922138536	0:00:18.889579
1	R312	['qtm,qsm,pm,tm,var_t,skew_l,var_l']	False	0.2	decision_tree	10	00625	0.14687590301036835	0.12279121270037635	0.8360060823157482	0:01:25.394229
0	R123	['qtm,qsm,pm,tm,skew_l,var_l,var_t']	False	0.2	random_forest	10	1	0.10518065094947815	0.06876675135594636	0.7258301225704903	0:00:00.416491
1	R123	['qtm,qsm,pm,tm,skew_l,var_l,var_t']	False	0.2	random_forest	10	05	0.11929275840520859	0.07240423217111082	0.7369027615237056	0:00:01.323563
2	R123	['qtm,qsm,pm,tm,skew_l,var_l,var_t']	False	0.2	random_forest	10	025	0.13002705574035645	0.07755756088816614	0.7143991062910697	0:00:05.352552
3	R123	['qtm,qsm,pm,tm,skew_l,var_l,var_t']	False	0.2	random_forest	10	0125	0.13896584510803223	0.0848833213283669	0.6899022924567029	0:00:23.163942
4	R123	['qtm,qsm,pm,tm,skew_l,var_l,var_t']	False	0.2	random_forest	10	00625	0.14669404923915863	0.0691024668845457	0.5990127268228627	0:01:54.396333
