	input_vars_id	input_vars	satdeficit	eval_fraction	regtypes	tree_maxdepth	subdomain_sizes	refstd	samplestd	samplecorr	exectime
0	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	decision_tree	10	00625	0.14671067893505094	0.10893338042377664	0.7409883515314194	0:01:04.221089
1	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	gradient_boost	10	00625	0.1472930908203125	0.14341125906745775	0.98641046611949	1:50:59.583631
0	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	gradient_boost	10	1	0.10915719717741013	0.10757042738522324	0.9826197239392408	0:00:16.993505
1	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	random_forest	10	1	0.1086987927556038	0.10029396749036998	0.9465119042963199	0:00:00.373897
2	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	gradient_boost	10	05	0.11800305545330048	0.11561532359523692	0.9860486859107104	0:01:15.170316
3	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	random_forest	10	05	0.11717649549245834	0.10785310361062103	0.9193926838748744	0:00:02.039591
0	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	gradient_boost	10	025	0.12801697850227356	0.12556900710503832	0.9885662900564332	0:05:56.025279
1	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	random_forest	10	025	0.1307283192873001	0.11279022835423885	0.8993977664129756	0:00:09.112766
2	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	gradient_boost	10	0125	0.13888224959373474	0.1358687622192631	0.9886651862355776	0:26:50.060616
3	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	random_forest	10	0125	0.1391616314649582	0.10584930850484696	0.807288651905785	0:00:46.219849
0	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	random_forest	10	1	0.10215526074171066	0.09791312252130924	0.943848271491442	0:00:00.378742
1	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	random_forest	10	05	0.12047575414180756	0.11035091701908377	0.9197824937205268	0:00:02.372525
2	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	random_forest	10	025	0.13040368258953094	0.11358790960822993	0.8973261651187037	0:00:09.720837
3	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	random_forest	10	0125	0.13894453644752502	0.10615591470919493	0.8134870972648498	0:00:49.423760
4	R01	['qtm,qsm,pm,tm,qlm,skew_l']	False	0.2	random_forest	10	00625	0.14701630175113678	0.08236625695264306	0.6203045776331056	0:03:57.137758
0	R10	['qtm,qsm,pm,tm,skew_l,qlm']	False	0.2	random_forest	10	1	0.11073792725801468	0.1036290274510291	0.9492226502534409	0:00:00.416373
1	R10	['qtm,qsm,pm,tm,skew_l,qlm']	False	0.2	random_forest	10	05	0.11944039911031723	0.10761338384631372	0.9165412336838833	0:00:01.217021
2	R10	['qtm,qsm,pm,tm,skew_l,qlm']	False	0.2	random_forest	10	025	0.12985587120056152	0.11229826954151804	0.8974117871429653	0:00:04.223452
3	R10	['qtm,qsm,pm,tm,skew_l,qlm']	False	0.2	random_forest	10	0125	0.13868413865566254	0.10687100020413488	0.817239323991147	0:00:22.507327
4	R10	['qtm,qsm,pm,tm,skew_l,qlm']	False	0.2	random_forest	10	00625	0.14675387740135193	0.08475364233369084	0.6259144060524985	0:01:46.898504
