	input_vars_id	input_vars	satdeficit	eval_fraction	regtypes	tree_maxdepth	subdomain_sizes	refstd	samplestd	samplecorr	exectime
0	R20	['qtm,qsm,pm,tm,var_l,qlm']	False	0.2	decision_tree	10	1	0.10965658724308014	0.10666218097507732	0.9642485323386566	0:00:00.154077
1	R20	['qtm,qsm,pm,tm,var_l,qlm']	False	0.2	decision_tree	10	5	0.1184394508600235	0.11456428783469573	0.9599586224578572	0:00:00.679354
2	R20	['qtm,qsm,pm,tm,var_l,qlm']	False	0.2	decision_tree	10	25	0.1273391842842102	0.11946000062264872	0.9309523390495056	0:00:03.109353
0	R02	['qtm,qsm,pm,tm,qlm,var_l']	False	0.2	random_forest	10	1	0.1055799201130867	0.09746840174436316	0.9429698609699178	0:00:00.390065
1	R02	['qtm,qsm,pm,tm,qlm,var_l']	False	0.2	random_forest	10	5	0.11712442338466646	0.10652299770663023	0.915264186705604	0:00:02.065670
2	R02	['qtm,qsm,pm,tm,qlm,var_l']	False	0.2	random_forest	10	25	0.12761540710926056	0.10960342874042482	0.883819119511874	0:00:09.647149
3	R02	['qtm,qsm,pm,tm,qlm,var_l']	False	0.2	random_forest	10	125	0.13836655020713806	0.10464228216397256	0.8107687593823847	0:00:43.142991
4	R02	['qtm,qsm,pm,tm,qlm,var_l']	False	0.2	random_forest	10	625	0.14719641208648682	0.08408386986208158	0.6310837078803682	0:03:33.593496
0	R02	['qtm,qsm,pm,tm,qlm,var_l']	False	0.2	decision_tree	10	0125	0.13860662281513214	0.12021880545462565	0.8653521828534809	0:00:13.653006
1	R02	['qtm,qsm,pm,tm,qlm,var_l']	False	0.2	decision_tree	10	00625	0.1471712589263916	0.11092652979945854	0.7524151243532734	0:01:02.624631
0	R20	['qtm,qsm,pm,tm,var_l,qlm']	False	0.2	random_forest	10	1	0.10604634881019592	0.0992941678413475	0.935938870302039	0:00:00.313697
1	R20	['qtm,qsm,pm,tm,var_l,qlm']	False	0.2	random_forest	10	05	0.11938923597335815	0.10670205224316807	0.9162064582022008	0:00:01.114902
2	R20	['qtm,qsm,pm,tm,var_l,qlm']	False	0.2	random_forest	10	025	0.12860365211963654	0.11064846867046503	0.8860860725235185	0:00:04.426040
3	R20	['qtm,qsm,pm,tm,var_l,qlm']	False	0.2	random_forest	10	0125	0.13849346339702606	0.10575533970960882	0.8073631224600818	0:00:20.678727
4	R20	['qtm,qsm,pm,tm,var_l,qlm']	False	0.2	random_forest	10	00625	0.1469741314649582	0.08468084629889916	0.6316754127557481	0:01:43.690196
